date,drug_name,units_sold,category
2024-06-22,Lisinopril_10mg,16,Blood Pressure
2024-06-23,Lisinopril_10mg,10,Blood Pressure
2024-06-24,Lisinopril_10mg,27,Blood Pressure
2024-06-25,Lisinopril_10mg,33,Blood Pressure
2024-06-26,Lisinopril_10mg,31,Blood Pressure
2024-06-27,Lisinopril_10mg,29,Blood Pressure
2024-06-28,Lisinopril_10mg,29,Blood Pressure
2024-06-29,Lisinopril_10mg,15,Blood Pressure
2024-06-30,Lisinopril_10mg,9,Blood Pressure
2024-07-01,Lisinopril_10mg,22,Blood Pressure
2024-07-02,Lisinopril_10mg,29,Blood Pressure
2024-07-03,Lisinopril_10mg,21,Blood Pressure
2024-07-04,Lisinopril_10mg,4,Blood Pressure
2024-07-05,Lisinopril_10mg,34,Blood Pressure
2024-07-06,Lisinopril_10mg,11,Blood Pressure
2024-07-07,Lisinopril_10mg,7,Blood Pressure
2024-07-08,Lisinopril_10mg,40,Blood Pressure
2024-07-09,Lisinopril_10mg,18,Blood Pressure
2024-07-10,Lisinopril_10mg,31,Blood Pressure
2024-07-11,Lisinopril_10mg,29,Blood Pressure
2024-07-12,Lisinopril_10mg,17,Blood Pressure
2024-07-13,Lisinopril_10mg,11,Blood Pressure
2024-07-14,Lisinopril_10mg,5,Blood Pressure
2024-07-15,Lisinopril_10mg,36,Blood Pressure
2024-07-16,Lisinopril_10mg,35,Blood Pressure
2024-07-17,Lisinopril_10mg,18,Blood Pressure
2024-07-18,Lisinopril_10mg,24,Blood Pressure
2024-07-19,Lisinopril_10mg,25,Blood Pressure
2024-07-20,Lisinopril_10mg,23,Blood Pressure
2024-07-21,Lisinopril_10mg,5,Blood Pressure
2024-07-22,Lisinopril_10mg,24,Blood Pressure
2024-07-23,Lisinopril_10mg,29,Blood Pressure
2024-07-24,Lisinopril_10mg,24,Blood Pressure
2024-07-25,Lisinopril_10mg,30,Blood Pressure
2024-07-26,Lisinopril_10mg,29,Blood Pressure
2024-07-27,Lisinopril_10mg,20,Blood Pressure
2024-07-28,Lisinopril_10mg,6,Blood Pressure
2024-07-29,Lisinopril_10mg,29,Blood Pressure
2024-07-30,Lisinopril_10mg,34,Blood Pressure
2024-07-31,Lisinopril_10mg,25,Blood Pressure
2024-08-01,Lisinopril_10mg,28,Blood Pressure
2024-08-02,Lisinopril_10mg,34,Blood Pressure
2024-08-03,Lisinopril_10mg,13,Blood Pressure
2024-08-04,Lisinopril_10mg,10,Blood Pressure
2024-08-05,Lisinopril_10mg,28,Blood Pressure
2024-08-06,Lisinopril_10mg,15,Blood Pressure
2024-08-07,Lisinopril_10mg,21,Blood Pressure
2024-08-08,Lisinopril_10mg,21,Blood Pressure
2024-08-09,Lisinopril_10mg,29,Blood Pressure
2024-08-10,Lisinopril_10mg,8,Blood Pressure
2024-08-11,Lisinopril_10mg,4,Blood Pressure
2024-08-12,Lisinopril_10mg,29,Blood Pressure
2024-08-13,Lisinopril_10mg,25,Blood Pressure
2024-08-14,Lisinopril_10mg,33,Blood Pressure
2024-08-15,Lisinopril_10mg,25,Blood Pressure
2024-08-16,Lisinopril_10mg,23,Blood Pressure
2024-08-17,Lisinopril_10mg,16,Blood Pressure
2024-08-18,Lisinopril_10mg,10,Blood Pressure
2024-08-19,Lisinopril_10mg,34,Blood Pressure
2024-08-20,Lisinopril_10mg,27,Blood Pressure
2024-08-21,Lisinopril_10mg,26,Blood Pressure
2024-08-22,Lisinopril_10mg,23,Blood Pressure
2024-08-23,Lisinopril_10mg,32,Blood Pressure
2024-08-24,Lisinopril_10mg,14,Blood Pressure
2024-08-25,Lisinopril_10mg,7,Blood Pressure
2024-08-26,Lisinopril_10mg,30,Blood Pressure
2024-08-27,Lisinopril_10mg,28,Blood Pressure
2024-08-28,Lisinopril_10mg,27,Blood Pressure
2024-08-29,Lisinopril_10mg,28,Blood Pressure
2024-08-30,Lisinopril_10mg,25,Blood Pressure
2024-08-31,Lisinopril_10mg,22,Blood Pressure
2024-09-01,Lisinopril_10mg,13,Blood Pressure
2024-09-02,Lisinopril_10mg,11,Blood Pressure
2024-09-03,Lisinopril_10mg,29,Blood Pressure
2024-09-04,Lisinopril_10mg,23,Blood Pressure
2024-09-05,Lisinopril_10mg,21,Blood Pressure
2024-09-06,Lisinopril_10mg,28,Blood Pressure
2024-09-07,Lisinopril_10mg,26,Blood Pressure
2024-09-08,Lisinopril_10mg,11,Blood Pressure
2024-09-09,Lisinopril_10mg,29,Blood Pressure
2024-09-10,Lisinopril_10mg,32,Blood Pressure
2024-09-11,Lisinopril_10mg,32,Blood Pressure
2024-09-12,Lisinopril_10mg,31,Blood Pressure
2024-09-13,Lisinopril_10mg,24,Blood Pressure
2024-09-14,Lisinopril_10mg,17,Blood Pressure
2024-09-15,Lisinopril_10mg,12,Blood Pressure
2024-09-16,Lisinopril_10mg,25,Blood Pressure
2024-09-17,Lisinopril_10mg,32,Blood Pressure
2024-09-18,Lisinopril_10mg,33,Blood Pressure
2024-09-19,Lisinopril_10mg,30,Blood Pressure
2024-09-20,Lisinopril_10mg,23,Blood Pressure
2024-09-21,Lisinopril_10mg,15,Blood Pressure
2024-09-22,Lisinopril_10mg,13,Blood Pressure
2024-09-23,Lisinopril_10mg,28,Blood Pressure
2024-09-24,Lisinopril_10mg,22,Blood Pressure
2024-09-25,Lisinopril_10mg,21,Blood Pressure
2024-09-26,Lisinopril_10mg,33,Blood Pressure
2024-09-27,Lisinopril_10mg,25,Blood Pressure
2024-09-28,Lisinopril_10mg,13,Blood Pressure
2024-09-29,Lisinopril_10mg,5,Blood Pressure
2024-09-30,Lisinopril_10mg,27,Blood Pressure
2024-10-01,Lisinopril_10mg,18,Blood Pressure
2024-10-02,Lisinopril_10mg,23,Blood Pressure
2024-10-03,Lisinopril_10mg,28,Blood Pressure
2024-10-04,Lisinopril_10mg,29,Blood Pressure
2024-10-05,Lisinopril_10mg,14,Blood Pressure
2024-10-06,Lisinopril_10mg,13,Blood Pressure
2024-10-07,Lisinopril_10mg,17,Blood Pressure
2024-10-08,Lisinopril_10mg,18,Blood Pressure
2024-10-09,Lisinopril_10mg,20,Blood Pressure
2024-10-10,Lisinopril_10mg,31,Blood Pressure
2024-10-11,Lisinopril_10mg,30,Blood Pressure
2024-10-12,Lisinopril_10mg,12,Blood Pressure
2024-10-13,Lisinopril_10mg,12,Blood Pressure
2024-10-14,Lisinopril_10mg,9,Blood Pressure
2024-10-15,Lisinopril_10mg,31,Blood Pressure
2024-10-16,Lisinopril_10mg,28,Blood Pressure
2024-10-17,Lisinopril_10mg,32,Blood Pressure
2024-10-18,Lisinopril_10mg,33,Blood Pressure
2024-10-19,Lisinopril_10mg,13,Blood Pressure
2024-10-20,Lisinopril_10mg,10,Blood Pressure
2024-10-21,Lisinopril_10mg,41,Blood Pressure
2024-10-22,Lisinopril_10mg,17,Blood Pressure
2024-10-23,Lisinopril_10mg,33,Blood Pressure
2024-10-24,Lisinopril_10mg,21,Blood Pressure
2024-10-25,Lisinopril_10mg,20,Blood Pressure
2024-10-26,Lisinopril_10mg,13,Blood Pressure
2024-10-27,Lisinopril_10mg,8,Blood Pressure
2024-10-28,Lisinopril_10mg,33,Blood Pressure
2024-10-29,Lisinopril_10mg,32,Blood Pressure
2024-10-30,Lisinopril_10mg,29,Blood Pressure
2024-10-31,Lisinopril_10mg,34,Blood Pressure
2024-11-01,Lisinopril_10mg,26,Blood Pressure
2024-11-02,Lisinopril_10mg,13,Blood Pressure
2024-11-03,Lisinopril_10mg,14,Blood Pressure
2024-11-04,Lisinopril_10mg,32,Blood Pressure
2024-11-05,Lisinopril_10mg,31,Blood Pressure
2024-11-06,Lisinopril_10mg,19,Blood Pressure
2024-11-07,Lisinopril_10mg,27,Blood Pressure
2024-11-08,Lisinopril_10mg,27,Blood Pressure
2024-11-09,Lisinopril_10mg,12,Blood Pressure
2024-11-10,Lisinopril_10mg,14,Blood Pressure
2024-11-11,Lisinopril_10mg,7,Blood Pressure
2024-11-12,Lisinopril_10mg,22,Blood Pressure
2024-11-13,Lisinopril_10mg,34,Blood Pressure
2024-11-14,Lisinopril_10mg,33,Blood Pressure
2024-11-15,Lisinopril_10mg,29,Blood Pressure
2024-11-16,Lisinopril_10mg,17,Blood Pressure
2024-11-17,Lisinopril_10mg,12,Blood Pressure
2024-11-18,Lisinopril_10mg,40,Blood Pressure
2024-11-19,Lisinopril_10mg,43,Blood Pressure
2024-11-20,Lisinopril_10mg,23,Blood Pressure
2024-11-21,Lisinopril_10mg,27,Blood Pressure
2024-11-22,Lisinopril_10mg,38,Blood Pressure
2024-11-23,Lisinopril_10mg,19,Blood Pressure
2024-11-24,Lisinopril_10mg,5,Blood Pressure
2024-11-25,Lisinopril_10mg,40,Blood Pressure
2024-11-26,Lisinopril_10mg,34,Blood Pressure
2024-11-27,Lisinopril_10mg,30,Blood Pressure
2024-11-28,Lisinopril_10mg,8,Blood Pressure
2024-11-29,Lisinopril_10mg,31,Blood Pressure
2024-11-30,Lisinopril_10mg,7,Blood Pressure
2024-12-01,Lisinopril_10mg,4,Blood Pressure
2024-12-02,Lisinopril_10mg,22,Blood Pressure
2024-12-03,Lisinopril_10mg,36,Blood Pressure
2024-12-04,Lisinopril_10mg,23,Blood Pressure
2024-12-05,Lisinopril_10mg,29,Blood Pressure
2024-12-06,Lisinopril_10mg,19,Blood Pressure
2024-12-07,Lisinopril_10mg,16,Blood Pressure
2024-12-08,Lisinopril_10mg,6,Blood Pressure
2024-12-09,Lisinopril_10mg,33,Blood Pressure
2024-12-10,Lisinopril_10mg,25,Blood Pressure
2024-12-11,Lisinopril_10mg,34,Blood Pressure
2024-12-12,Lisinopril_10mg,28,Blood Pressure
2024-12-13,Lisinopril_10mg,35,Blood Pressure
2024-12-14,Lisinopril_10mg,12,Blood Pressure
2024-12-15,Lisinopril_10mg,9,Blood Pressure
2024-12-16,Lisinopril_10mg,21,Blood Pressure
2024-12-17,Lisinopril_10mg,32,Blood Pressure
2024-12-18,Lisinopril_10mg,29,Blood Pressure
2024-12-19,Lisinopril_10mg,25,Blood Pressure
2024-12-20,Lisinopril_10mg,26,Blood Pressure
2024-12-21,Lisinopril_10mg,12,Blood Pressure
2024-12-22,Lisinopril_10mg,3,Blood Pressure
2024-12-23,Lisinopril_10mg,40,Blood Pressure
2024-12-24,Lisinopril_10mg,48,Blood Pressure
2024-12-25,Lisinopril_10mg,9,Blood Pressure
2024-12-26,Lisinopril_10mg,21,Blood Pressure
2024-12-27,Lisinopril_10mg,24,Blood Pressure
2024-12-28,Lisinopril_10mg,21,Blood Pressure
2024-12-29,Lisinopril_10mg,8,Blood Pressure
2024-12-30,Lisinopril_10mg,47,Blood Pressure
2024-12-31,Lisinopril_10mg,44,Blood Pressure
2025-01-01,Lisinopril_10mg,6,Blood Pressure
2025-01-02,Lisinopril_10mg,30,Blood Pressure
2025-01-03,Lisinopril_10mg,24,Blood Pressure
2025-01-04,Lisinopril_10mg,10,Blood Pressure
2025-01-05,Lisinopril_10mg,10,Blood Pressure
2025-01-06,Lisinopril_10mg,32,Blood Pressure
2025-01-07,Lisinopril_10mg,37,Blood Pressure
2025-01-08,Lisinopril_10mg,36,Blood Pressure
2025-01-09,Lisinopril_10mg,34,Blood Pressure
2025-01-10,Lisinopril_10mg,27,Blood Pressure
2025-01-11,Lisinopril_10mg,18,Blood Pressure
2025-01-12,Lisinopril_10mg,8,Blood Pressure
2025-01-13,Lisinopril_10mg,33,Blood Pressure
2025-01-14,Lisinopril_10mg,30,Blood Pressure
2025-01-15,Lisinopril_10mg,34,Blood Pressure
2025-01-16,Lisinopril_10mg,21,Blood Pressure
2025-01-17,Lisinopril_10mg,36,Blood Pressure
2025-01-18,Lisinopril_10mg,19,Blood Pressure
2025-01-19,Lisinopril_10mg,11,Blood Pressure
2025-01-20,Lisinopril_10mg,5,Blood Pressure
2025-01-21,Lisinopril_10mg,26,Blood Pressure
2025-01-22,Lisinopril_10mg,22,Blood Pressure
2025-01-23,Lisinopril_10mg,33,Blood Pressure
2025-01-24,Lisinopril_10mg,32,Blood Pressure
2025-01-25,Lisinopril_10mg,13,Blood Pressure
2025-01-26,Lisinopril_10mg,9,Blood Pressure
2025-01-27,Lisinopril_10mg,30,Blood Pressure
2025-01-28,Lisinopril_10mg,30,Blood Pressure
2025-01-29,Lisinopril_10mg,25,Blood Pressure
2025-01-30,Lisinopril_10mg,27,Blood Pressure
2025-01-31,Lisinopril_10mg,23,Blood Pressure
2025-02-01,Lisinopril_10mg,15,Blood Pressure
2025-02-02,Lisinopril_10mg,2,Blood Pressure
2025-02-03,Lisinopril_10mg,28,Blood Pressure
2025-02-04,Lisinopril_10mg,38,Blood Pressure
2025-02-05,Lisinopril_10mg,22,Blood Pressure
2025-02-06,Lisinopril_10mg,31,Blood Pressure
2025-02-07,Lisinopril_10mg,16,Blood Pressure
2025-02-08,Lisinopril_10mg,14,Blood Pressure
2025-02-09,Lisinopril_10mg,5,Blood Pressure
2025-02-10,Lisinopril_10mg,33,Blood Pressure
2025-02-11,Lisinopril_10mg,32,Blood Pressure
2025-02-12,Lisinopril_10mg,34,Blood Pressure
2025-02-13,Lisinopril_10mg,37,Blood Pressure
2025-02-14,Lisinopril_10mg,35,Blood Pressure
2025-02-15,Lisinopril_10mg,9,Blood Pressure
2025-02-16,Lisinopril_10mg,11,Blood Pressure
2025-02-17,Lisinopril_10mg,14,Blood Pressure
2025-02-18,Lisinopril_10mg,35,Blood Pressure
2025-02-19,Lisinopril_10mg,25,Blood Pressure
2025-02-20,Lisinopril_10mg,36,Blood Pressure
2025-02-21,Lisinopril_10mg,32,Blood Pressure
2025-02-22,Lisinopril_10mg,14,Blood Pressure
2025-02-23,Lisinopril_10mg,11,Blood Pressure
2025-02-24,Lisinopril_10mg,35,Blood Pressure
2025-02-25,Lisinopril_10mg,32,Blood Pressure
2025-02-26,Lisinopril_10mg,29,Blood Pressure
2025-02-27,Lisinopril_10mg,32,Blood Pressure
2025-02-28,Lisinopril_10mg,39,Blood Pressure
2025-03-01,Lisinopril_10mg,17,Blood Pressure
2025-03-02,Lisinopril_10mg,13,Blood Pressure
2025-03-03,Lisinopril_10mg,40,Blood Pressure
2025-03-04,Lisinopril_10mg,31,Blood Pressure
2025-03-05,Lisinopril_10mg,19,Blood Pressure
2025-03-06,Lisinopril_10mg,30,Blood Pressure
2025-03-07,Lisinopril_10mg,32,Blood Pressure
2025-03-08,Lisinopril_10mg,16,Blood Pressure
2025-03-09,Lisinopril_10mg,11,Blood Pressure
2025-03-10,Lisinopril_10mg,43,Blood Pressure
2025-03-11,Lisinopril_10mg,24,Blood Pressure
2025-03-12,Lisinopril_10mg,20,Blood Pressure
2025-03-13,Lisinopril_10mg,35,Blood Pressure
2025-03-14,Lisinopril_10mg,33,Blood Pressure
2025-03-15,Lisinopril_10mg,15,Blood Pressure
2025-03-16,Lisinopril_10mg,7,Blood Pressure
2025-03-17,Lisinopril_10mg,31,Blood Pressure
2025-03-18,Lisinopril_10mg,26,Blood Pressure
2025-03-19,Lisinopril_10mg,27,Blood Pressure
2025-03-20,Lisinopril_10mg,23,Blood Pressure
2025-03-21,Lisinopril_10mg,29,Blood Pressure
2025-03-22,Lisinopril_10mg,12,Blood Pressure
2025-03-23,Lisinopril_10mg,8,Blood Pressure
2025-03-24,Lisinopril_10mg,33,Blood Pressure
2025-03-25,Lisinopril_10mg,34,Blood Pressure
2025-03-26,Lisinopril_10mg,30,Blood Pressure
2025-03-27,Lisinopril_10mg,31,Blood Pressure
2025-03-28,Lisinopril_10mg,38,Blood Pressure
2025-03-29,Lisinopril_10mg,18,Blood Pressure
2025-03-30,Lisinopril_10mg,9,Blood Pressure
2025-03-31,Lisinopril_10mg,20,Blood Pressure
2025-04-01,Lisinopril_10mg,34,Blood Pressure
2025-04-02,Lisinopril_10mg,29,Blood Pressure
2025-04-03,Lisinopril_10mg,28,Blood Pressure
2025-04-04,Lisinopril_10mg,37,Blood Pressure
2025-04-05,Lisinopril_10mg,20,Blood Pressure
2025-04-06,Lisinopril_10mg,9,Blood Pressure
2025-04-07,Lisinopril_10mg,34,Blood Pressure
2025-04-08,Lisinopril_10mg,31,Blood Pressure
2025-04-09,Lisinopril_10mg,21,Blood Pressure
2025-04-10,Lisinopril_10mg,31,Blood Pressure
2025-04-11,Lisinopril_10mg,27,Blood Pressure
2025-04-12,Lisinopril_10mg,13,Blood Pressure
2025-04-13,Lisinopril_10mg,15,Blood Pressure
2025-04-14,Lisinopril_10mg,32,Blood Pressure
2025-04-15,Lisinopril_10mg,38,Blood Pressure
2025-04-16,Lisinopril_10mg,33,Blood Pressure
2025-04-17,Lisinopril_10mg,35,Blood Pressure
2025-04-18,Lisinopril_10mg,29,Blood Pressure
2025-04-19,Lisinopril_10mg,19,Blood Pressure
2025-04-20,Lisinopril_10mg,12,Blood Pressure
2025-04-21,Lisinopril_10mg,32,Blood Pressure
2025-04-22,Lisinopril_10mg,37,Blood Pressure
2025-04-23,Lisinopril_10mg,25,Blood Pressure
2025-04-24,Lisinopril_10mg,32,Blood Pressure
2025-04-25,Lisinopril_10mg,30,Blood Pressure
2025-04-26,Lisinopril_10mg,12,Blood Pressure
2025-04-27,Lisinopril_10mg,8,Blood Pressure
2025-04-28,Lisinopril_10mg,35,Blood Pressure
2025-04-29,Lisinopril_10mg,31,Blood Pressure
2025-04-30,Lisinopril_10mg,25,Blood Pressure
2025-05-01,Lisinopril_10mg,35,Blood Pressure
2025-05-02,Lisinopril_10mg,32,Blood Pressure
2025-05-03,Lisinopril_10mg,18,Blood Pressure
2025-05-04,Lisinopril_10mg,9,Blood Pressure
2025-05-05,Lisinopril_10mg,35,Blood Pressure
2025-05-06,Lisinopril_10mg,32,Blood Pressure
2025-05-07,Lisinopril_10mg,31,Blood Pressure
2025-05-08,Lisinopril_10mg,22,Blood Pressure
2025-05-09,Lisinopril_10mg,22,Blood Pressure
2025-05-10,Lisinopril_10mg,14,Blood Pressure
2025-05-11,Lisinopril_10mg,8,Blood Pressure
2025-05-12,Lisinopril_10mg,31,Blood Pressure
2025-05-13,Lisinopril_10mg,29,Blood Pressure
2025-05-14,Lisinopril_10mg,28,Blood Pressure
2025-05-15,Lisinopril_10mg,34,Blood Pressure
2025-05-16,Lisinopril_10mg,34,Blood Pressure
2025-05-17,Lisinopril_10mg,25,Blood Pressure
2025-05-18,Lisinopril_10mg,11,Blood Pressure
2025-05-19,Lisinopril_10mg,36,Blood Pressure
2025-05-20,Lisinopril_10mg,28,Blood Pressure
2025-05-21,Lisinopril_10mg,31,Blood Pressure
2025-05-22,Lisinopril_10mg,26,Blood Pressure
2025-05-23,Lisinopril_10mg,33,Blood Pressure
2025-05-24,Lisinopril_10mg,17,Blood Pressure
2025-05-25,Lisinopril_10mg,8,Blood Pressure
2025-05-26,Lisinopril_10mg,9,Blood Pressure
2025-05-27,Lisinopril_10mg,31,Blood Pressure
2025-05-28,Lisinopril_10mg,23,Blood Pressure
2025-05-29,Lisinopril_10mg,31,Blood Pressure
2025-05-30,Lisinopril_10mg,26,Blood Pressure
2025-05-31,Lisinopril_10mg,9,Blood Pressure
2025-06-01,Lisinopril_10mg,7,Blood Pressure
2025-06-02,Lisinopril_10mg,26,Blood Pressure
2025-06-03,Lisinopril_10mg,21,Blood Pressure
2025-06-04,Lisinopril_10mg,31,Blood Pressure
2025-06-05,Lisinopril_10mg,26,Blood Pressure
2025-06-06,Lisinopril_10mg,37,Blood Pressure
2025-06-07,Lisinopril_10mg,19,Blood Pressure
2025-06-08,Lisinopril_10mg,12,Blood Pressure
2025-06-09,Lisinopril_10mg,39,Blood Pressure
2025-06-10,Lisinopril_10mg,30,Blood Pressure
2025-06-11,Lisinopril_10mg,29,Blood Pressure
2025-06-12,Lisinopril_10mg,23,Blood Pressure
2025-06-13,Lisinopril_10mg,34,Blood Pressure
2025-06-14,Lisinopril_10mg,22,Blood Pressure
2025-06-15,Lisinopril_10mg,7,Blood Pressure
2025-06-16,Lisinopril_10mg,27,Blood Pressure
2025-06-17,Lisinopril_10mg,29,Blood Pressure
2025-06-18,Lisinopril_10mg,27,Blood Pressure
2025-06-19,Lisinopril_10mg,16,Blood Pressure
2025-06-20,Lisinopril_10mg,36,Blood Pressure
2025-06-21,Lisinopril_10mg,12,Blood Pressure
2025-06-22,Lisinopril_10mg,5,Blood Pressure
2025-06-23,Lisinopril_10mg,31,Blood Pressure
2025-06-24,Lisinopril_10mg,34,Blood Pressure
2025-06-25,Lisinopril_10mg,33,Blood Pressure
2025-06-26,Lisinopril_10mg,34,Blood Pressure
2025-06-27,Lisinopril_10mg,29,Blood Pressure
2025-06-28,Lisinopril_10mg,13,Blood Pressure
2025-06-29,Lisinopril_10mg,10,Blood Pressure
2025-06-30,Lisinopril_10mg,41,Blood Pressure
2025-07-01,Lisinopril_10mg,28,Blood Pressure
2025-07-02,Lisinopril_10mg,22,Blood Pressure
2025-07-03,Lisinopril_10mg,36,Blood Pressure
2025-07-04,Lisinopril_10mg,9,Blood Pressure
2025-07-05,Lisinopril_10mg,21,Blood Pressure
2025-07-06,Lisinopril_10mg,14,Blood Pressure
2025-07-07,Lisinopril_10mg,37,Blood Pressure
2025-07-08,Lisinopril_10mg,26,Blood Pressure
2025-07-09,Lisinopril_10mg,28,Blood Pressure
2025-07-10,Lisinopril_10mg,32,Blood Pressure
2025-07-11,Lisinopril_10mg,40,Blood Pressure
2025-07-12,Lisinopril_10mg,14,Blood Pressure
2025-07-13,Lisinopril_10mg,10,Blood Pressure
2025-07-14,Lisinopril_10mg,32,Blood Pressure
2025-07-15,Lisinopril_10mg,34,Blood Pressure
2025-07-16,Lisinopril_10mg,25,Blood Pressure
2025-07-17,Lisinopril_10mg,22,Blood Pressure
2025-07-18,Lisinopril_10mg,37,Blood Pressure
2025-07-19,Lisinopril_10mg,12,Blood Pressure
2025-07-20,Lisinopril_10mg,11,Blood Pressure
2025-07-21,Lisinopril_10mg,44,Blood Pressure
2025-07-22,Lisinopril_10mg,28,Blood Pressure
2025-07-23,Lisinopril_10mg,37,Blood Pressure
2025-07-24,Lisinopril_10mg,24,Blood Pressure
2025-07-25,Lisinopril_10mg,37,Blood Pressure
2025-07-26,Lisinopril_10mg,15,Blood Pressure
2025-07-27,Lisinopril_10mg,8,Blood Pressure
2025-07-28,Lisinopril_10mg,40,Blood Pressure
2025-07-29,Lisinopril_10mg,26,Blood Pressure
2025-07-30,Lisinopril_10mg,27,Blood Pressure
2025-07-31,Lisinopril_10mg,28,Blood Pressure
2025-08-01,Lisinopril_10mg,35,Blood Pressure
2025-08-02,Lisinopril_10mg,17,Blood Pressure
2025-08-03,Lisinopril_10mg,6,Blood Pressure
2025-08-04,Lisinopril_10mg,34,Blood Pressure
2025-08-05,Lisinopril_10mg,25,Blood Pressure
2025-08-06,Lisinopril_10mg,26,Blood Pressure
2025-08-07,Lisinopril_10mg,21,Blood Pressure
2025-08-08,Lisinopril_10mg,28,Blood Pressure
2025-08-09,Lisinopril_10mg,15,Blood Pressure
2025-08-10,Lisinopril_10mg,12,Blood Pressure
2025-08-11,Lisinopril_10mg,39,Blood Pressure
2025-08-12,Lisinopril_10mg,29,Blood Pressure
2025-08-13,Lisinopril_10mg,33,Blood Pressure
2025-08-14,Lisinopril_10mg,27,Blood Pressure
2025-08-15,Lisinopril_10mg,31,Blood Pressure
2025-08-16,Lisinopril_10mg,20,Blood Pressure
2025-08-17,Lisinopril_10mg,4,Blood Pressure
2025-08-18,Lisinopril_10mg,25,Blood Pressure
2025-08-19,Lisinopril_10mg,29,Blood Pressure
2025-08-20,Lisinopril_10mg,36,Blood Pressure
2025-08-21,Lisinopril_10mg,40,Blood Pressure
2025-08-22,Lisinopril_10mg,32,Blood Pressure
2025-08-23,Lisinopril_10mg,9,Blood Pressure
2025-08-24,Lisinopril_10mg,7,Blood Pressure
2025-08-25,Lisinopril_10mg,40,Blood Pressure
2025-08-26,Lisinopril_10mg,25,Blood Pressure
2025-08-27,Lisinopril_10mg,38,Blood Pressure
2025-08-28,Lisinopril_10mg,42,Blood Pressure
2025-08-29,Lisinopril_10mg,24,Blood Pressure
2025-08-30,Lisinopril_10mg,15,Blood Pressure
2025-08-31,Lisinopril_10mg,9,Blood Pressure
2025-09-01,Lisinopril_10mg,2,Blood Pressure
2025-09-02,Lisinopril_10mg,26,Blood Pressure
2025-09-03,Lisinopril_10mg,27,Blood Pressure
2025-09-04,Lisinopril_10mg,35,Blood Pressure
2025-09-05,Lisinopril_10mg,34,Blood Pressure
2025-09-06,Lisinopril_10mg,13,Blood Pressure
2025-09-07,Lisinopril_10mg,7,Blood Pressure
2025-09-08,Lisinopril_10mg,42,Blood Pressure
2025-09-09,Lisinopril_10mg,22,Blood Pressure
2025-09-10,Lisinopril_10mg,23,Blood Pressure
2025-09-11,Lisinopril_10mg,42,Blood Pressure
2025-09-12,Lisinopril_10mg,33,Blood Pressure
2025-09-13,Lisinopril_10mg,15,Blood Pressure
2025-09-14,Lisinopril_10mg,5,Blood Pressure
2025-09-15,Lisinopril_10mg,35,Blood Pressure
2025-09-16,Lisinopril_10mg,39,Blood Pressure
2025-09-17,Lisinopril_10mg,28,Blood Pressure
2025-09-18,Lisinopril_10mg,27,Blood Pressure
2025-09-19,Lisinopril_10mg,34,Blood Pressure
2025-09-20,Lisinopril_10mg,24,Blood Pressure
2025-09-21,Lisinopril_10mg,16,Blood Pressure
2025-09-22,Lisinopril_10mg,40,Blood Pressure
2025-09-23,Lisinopril_10mg,39,Blood Pressure
2025-09-24,Lisinopril_10mg,34,Blood Pressure
2025-09-25,Lisinopril_10mg,30,Blood Pressure
2025-09-26,Lisinopril_10mg,31,Blood Pressure
2025-09-27,Lisinopril_10mg,19,Blood Pressure
2025-09-28,Lisinopril_10mg,12,Blood Pressure
2025-09-29,Lisinopril_10mg,33,Blood Pressure
2025-09-30,Lisinopril_10mg,33,Blood Pressure
2025-10-01,Lisinopril_10mg,21,Blood Pressure
2025-10-02,Lisinopril_10mg,28,Blood Pressure
2025-10-03,Lisinopril_10mg,30,Blood Pressure
2025-10-04,Lisinopril_10mg,18,Blood Pressure
2025-10-05,Lisinopril_10mg,7,Blood Pressure
2025-10-06,Lisinopril_10mg,37,Blood Pressure
2025-10-07,Lisinopril_10mg,26,Blood Pressure
2025-10-08,Lisinopril_10mg,35,Blood Pressure
2025-10-09,Lisinopril_10mg,33,Blood Pressure
2025-10-10,Lisinopril_10mg,38,Blood Pressure
2025-10-11,Lisinopril_10mg,21,Blood Pressure
2025-10-12,Lisinopril_10mg,12,Blood Pressure
2025-10-13,Lisinopril_10mg,6,Blood Pressure
2025-10-14,Lisinopril_10mg,27,Blood Pressure
2025-10-15,Lisinopril_10mg,31,Blood Pressure
2025-10-16,Lisinopril_10mg,36,Blood Pressure
2025-10-17,Lisinopril_10mg,34,Blood Pressure
2025-10-18,Lisinopril_10mg,22,Blood Pressure
2025-10-19,Lisinopril_10mg,7,Blood Pressure
2025-10-20,Lisinopril_10mg,43,Blood Pressure
2025-10-21,Lisinopril_10mg,24,Blood Pressure
2025-10-22,Lisinopril_10mg,19,Blood Pressure
2025-10-23,Lisinopril_10mg,20,Blood Pressure
2025-10-24,Lisinopril_10mg,35,Blood Pressure
2025-10-25,Lisinopril_10mg,15,Blood Pressure
2025-10-26,Lisinopril_10mg,8,Blood Pressure
2025-10-27,Lisinopril_10mg,28,Blood Pressure
2025-10-28,Lisinopril_10mg,36,Blood Pressure
2025-10-29,Lisinopril_10mg,28,Blood Pressure
2025-10-30,Lisinopril_10mg,22,Blood Pressure
2025-10-31,Lisinopril_10mg,38,Blood Pressure
2025-11-01,Lisinopril_10mg,15,Blood Pressure
2025-11-02,Lisinopril_10mg,11,Blood Pressure
