    INFO: 2026-03-09 18:03:28,315:               log.py:   20: Logging to C:\Projects\DATA622\Week1\Lab1\mdpdf.log
   DEBUG: 2026-03-09 18:03:28,914:      pdf_renderer.py:  470: printSegment: to 15x the holding cost. We chose 10 as a reasonable midpoint. In practice, alpha is a 
   DEBUG: 2026-03-09 18:03:28,916:      pdf_renderer.py:  470: printSegment: tunable
   DEBUG: 2026-03-09 18:03:28,917:      pdf_renderer.py:  470: printSegment: parameter
   DEBUG: 2026-03-09 18:03:28,925:      pdf_renderer.py:  470: printSegment:  — a pharmacy with very expensive medications might set it higher, while one with easily
   DEBUG: 2026-03-09 18:03:28,926:      pdf_renderer.py:  470: printSegment: substitutable generics might set it lower. The framework is flexible.
   DEBUG: 2026-03-09 18:03:28,928:      pdf_renderer.py:  470: printSegment: Q2: 
   DEBUG: 2026-03-09 18:03:28,929:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:28,930:      pdf_renderer.py:  470: printSegment: Your MAPE values are above 20%. Doesn
   DEBUG: 2026-03-09 18:03:28,931:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:28,932:      pdf_renderer.py:  470: printSegment: t that mean the model isn
   DEBUG: 2026-03-09 18:03:28,933:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:28,935:      pdf_renderer.py:  470: printSegment: t working?
   DEBUG: 2026-03-09 18:03:28,937:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:28,950:      pdf_renderer.py:  470: printSegment: Fair point. Our current MAPE ranges from about 24% for stable drugs like Metformin up to 57% for
   DEBUG: 2026-03-09 18:03:28,951:      pdf_renderer.py:  470: printSegment: highly seasonal drugs like Cetirizine. Two things to note: First, this is on 
   DEBUG: 2026-03-09 18:03:28,953:      pdf_renderer.py:  470: printSegment: synthetic data with
   DEBUG: 2026-03-09 18:03:28,955:      pdf_renderer.py:  470: printSegment: intentionally high noise
   DEBUG: 2026-03-09 18:03:28,972:      pdf_renderer.py:  470: printSegment:  — Poisson-distributed daily variation on top of seasonality. Real pharmacy
   DEBUG: 2026-03-09 18:03:28,978:      pdf_renderer.py:  470: printSegment: data with actual prescription refill patterns would likely be smoother. Second — and this is the key
   DEBUG: 2026-03-09 18:03:28,979:      pdf_renderer.py:  470: printSegment: insight from our revision — 
   DEBUG: 2026-03-09 18:03:28,980:      pdf_renderer.py:  470: printSegment: MAPE alone doesn
   DEBUG: 2026-03-09 18:03:28,981:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:28,982:      pdf_renderer.py:  470: printSegment: t determine business performance
   DEBUG: 2026-03-09 18:03:28,989:      pdf_renderer.py:  470: printSegment: . Even a model
   DEBUG: 2026-03-09 18:03:28,991:      pdf_renderer.py:  470: printSegment: with 30% MAPE can produce excellent business outcomes if the cost functions are properly
   DEBUG: 2026-03-09 18:03:28,992:      pdf_renderer.py:  470: printSegment: calibrated. That
   DEBUG: 2026-03-09 18:03:28,993:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:28,994:      pdf_renderer.py:  470: printSegment: s exactly why we moved beyond MAPE to asymmetric loss as our primary business
   DEBUG: 2026-03-09 18:03:28,995:      pdf_renderer.py:  470: printSegment: metric.
   DEBUG: 2026-03-09 18:03:28,998:      pdf_renderer.py:  470: printSegment: Q3: 
   DEBUG: 2026-03-09 18:03:28,999:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,000:      pdf_renderer.py:  470: printSegment: How is this different from what CVS or McKesson already does?
   DEBUG: 2026-03-09 18:03:29,000:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,003:      pdf_renderer.py:  470: printSegment: CVS and McKesson have massive proprietary systems. Three key differences: First, their systems
   DEBUG: 2026-03-09 18:03:29,004:      pdf_renderer.py:  470: printSegment: are 
   DEBUG: 2026-03-09 18:03:29,005:      pdf_renderer.py:  470: printSegment: closed-source and proprietary
   DEBUG: 2026-03-09 18:03:29,007:      pdf_renderer.py:  470: printSegment:  — an independent pharmacy can
   DEBUG: 2026-03-09 18:03:29,008:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,009:      pdf_renderer.py:  470: printSegment: t use them. Second, VMI systems
   DEBUG: 2026-03-09 18:03:29,009:      pdf_renderer.py:  470: printSegment: like McKesson
   DEBUG: 2026-03-09 18:03:29,010:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,011:      pdf_renderer.py:  470: printSegment: s optimize for the 
   DEBUG: 2026-03-09 18:03:29,011:      pdf_renderer.py:  470: printSegment: wholesaler
   DEBUG: 2026-03-09 18:03:29,012:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,013:      pdf_renderer.py:  470: printSegment: s
   DEBUG: 2026-03-09 18:03:29,013:      pdf_renderer.py:  470: printSegment:  logistics, not the pharmacy
   DEBUG: 2026-03-09 18:03:29,015:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,015:      pdf_renderer.py:  470: printSegment: s patients. Third, we
   DEBUG: 2026-03-09 18:03:29,016:      pdf_renderer.py:  470: printSegment: specifically designed 
   DEBUG: 2026-03-09 18:03:29,017:      pdf_renderer.py:  470: printSegment: asymmetric cost functions
   DEBUG: 2026-03-09 18:03:29,030:      pdf_renderer.py:  470: printSegment:  that encode the clinical priority of never running
   DEBUG: 2026-03-09 18:03:29,039:      pdf_renderer.py:  470: printSegment: out of a maintenance medication. Most commercial systems optimize for revenue or logistics
   DEBUG: 2026-03-09 18:03:29,041:      pdf_renderer.py:  470: printSegment: efficiency, not patient safety as a first-class objective.
   DEBUG: 2026-03-09 18:03:29,043:      pdf_renderer.py:  470: printSegment: Q4: 
   DEBUG: 2026-03-09 18:03:29,044:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,045:      pdf_renderer.py:  470: printSegment: You
   DEBUG: 2026-03-09 18:03:29,046:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,048:      pdf_renderer.py:  470: printSegment: re using synthetic data. How do you know this would work on real pharmacy
   DEBUG: 2026-03-09 18:03:29,049:      pdf_renderer.py:  470: printSegment: data?
   DEBUG: 2026-03-09 18:03:29,050:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,089:      pdf_renderer.py:  470: printSegment: Excellent question. Our synthetic data generator is calibrated against CDC FluView surveillance
   DEBUG: 2026-03-09 18:03:29,103:      pdf_renderer.py:  470: printSegment: data for seasonal patterns and CMS public data for prescription volume distributions. The weekly
   DEBUG: 2026-03-09 18:03:29,105:      pdf_renderer.py:  470: printSegment: patterns — Monday surge, weekend dip — mirror real pharmacy operations. That said, synthetic data is a 
   DEBUG: 2026-03-09 18:03:29,107:      pdf_renderer.py:  470: printSegment: limitation
   DEBUG: 2026-03-09 18:03:29,126:      pdf_renderer.py:  470: printSegment:  we acknowledge. The architecture is designed so that swapping in real data requires
   DEBUG: 2026-03-09 18:03:29,133:      pdf_renderer.py:  470: printSegment: changing only the data ingestion layer — the Prophet models, cost functions, and decision engine are
   DEBUG: 2026-03-09 18:03:29,134:      pdf_renderer.py:  470: printSegment: data-agnostic. If we had access to a pharmacy
   DEBUG: 2026-03-09 18:03:29,134:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,136:      pdf_renderer.py:  470: printSegment: s POS system, we could retrain in hours.
   DEBUG: 2026-03-09 18:03:29,137:      pdf_renderer.py:  470: printSegment: Q5: 
   DEBUG: 2026-03-09 18:03:29,138:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,139:      pdf_renderer.py:  470: printSegment: Why Prophet and not ARIMA, LSTM, or XGBoost?
   DEBUG: 2026-03-09 18:03:29,140:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,142:      pdf_renderer.py:  470: printSegment: We evaluated the literature before choosing. Prophet has three advantages for pharmacy data: 
   DEBUG: 2026-03-09 18:03:29,143:      pdf_renderer.py:  470: printSegment: (1)
   DEBUG: 2026-03-09 18:03:29,143:      pdf_renderer.py:  470: printSegment:  It
   DEBUG: 2026-03-09 18:03:29,145:      pdf_renderer.py:  470: printSegment: handles 
   DEBUG: 2026-03-09 18:03:29,145:      pdf_renderer.py:  470: printSegment: missing data and outliers
   DEBUG: 2026-03-09 18:03:29,147:      pdf_renderer.py:  470: printSegment:  gracefully — pharmacies have gaps on holidays and during
   DEBUG: 2026-03-09 18:03:29,148:      pdf_renderer.py:  470: printSegment: stockouts. 
   DEBUG: 2026-03-09 18:03:29,149:      pdf_renderer.py:  470: printSegment: (2)
   DEBUG: 2026-03-09 18:03:29,150:      pdf_renderer.py:  470: printSegment:  It natively produces 
   DEBUG: 2026-03-09 18:03:29,151:      pdf_renderer.py:  470: printSegment: prediction intervals
   DEBUG: 2026-03-09 18:03:29,159:      pdf_renderer.py:  470: printSegment: , which we need for the cost function
   DEBUG: 2026-03-09 18:03:29,162:      pdf_renderer.py:  470: printSegment: optimization — ARIMA gives you point forecasts, and getting reliable intervals from LSTM is much
   DEBUG: 2026-03-09 18:03:29,163:      pdf_renderer.py:  470: printSegment: harder. 
   DEBUG: 2026-03-09 18:03:29,164:      pdf_renderer.py:  470: printSegment: (3)
   DEBUG: 2026-03-09 18:03:29,165:      pdf_renderer.py:  470: printSegment:  It
   DEBUG: 2026-03-09 18:03:29,165:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,167:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-03-09 18:03:29,168:      pdf_renderer.py:  470: printSegment: interpretable
   DEBUG: 2026-03-09 18:03:29,169:      pdf_renderer.py:  470: printSegment:  — we can show the pharmacist 
   DEBUG: 2026-03-09 18:03:29,169:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,171:      pdf_renderer.py:  470: printSegment: this spike is because of flu season plus a
   DEBUG: 2026-03-09 18:03:29,172:      pdf_renderer.py:  470: printSegment: Monday effect,
   DEBUG: 2026-03-09 18:03:29,173:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,179:      pdf_renderer.py:  470: printSegment:  which builds trust. Oliveira et al. (2023) confirmed Prophet performs comparably
   DEBUG: 2026-03-09 18:03:29,180:      pdf_renderer.py:  470: printSegment: to LSTM for pharmaceutical data with significantly less tuning.
   DEBUG: 2026-03-09 18:03:29,182:      pdf_renderer.py:  470: printSegment: Q6: 
   DEBUG: 2026-03-09 18:03:29,182:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,183:      pdf_renderer.py:  470: printSegment: What happens if the expiration probability estimate is wrong?
   DEBUG: 2026-03-09 18:03:29,184:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,186:      pdf_renderer.py:  470: printSegment: The wastage function includes p
   DEBUG: 2026-03-09 18:03:29,186:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2026-03-09 18:03:29,191:      pdf_renderer.py:  470: printSegment: exp — the probability a unit expires before sale. In practice, this
   DEBUG: 2026-03-09 18:03:29,192:      pdf_renderer.py:  470: printSegment: would be estimated from the drug
   DEBUG: 2026-03-09 18:03:29,193:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,193:      pdf_renderer.py:  470: printSegment: s shelf life and the pharmacy
   DEBUG: 2026-03-09 18:03:29,195:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,196:      pdf_renderer.py:  470: printSegment: s historical turnover rate. If we
   DEBUG: 2026-03-09 18:03:29,197:      pdf_renderer.py:  470: printSegment: overestimate p
   DEBUG: 2026-03-09 18:03:29,198:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2026-03-09 18:03:29,203:      pdf_renderer.py:  470: printSegment: exp, the system becomes slightly more conservative (orders less). If we
   DEBUG: 2026-03-09 18:03:29,205:      pdf_renderer.py:  470: printSegment: underestimate it, we order a bit more. But here
   DEBUG: 2026-03-09 18:03:29,206:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,207:      pdf_renderer.py:  470: printSegment: s the key: because the 
   DEBUG: 2026-03-09 18:03:29,208:      pdf_renderer.py:  470: printSegment: stockout penalty dominates
   DEBUG: 2026-03-09 18:03:29,210:      pdf_renderer.py:  470: printSegment: 
   DEBUG: 2026-03-09 18:03:29,210:      pdf_renderer.py:  470: printSegment: (alpha = 10), even large errors in p
   DEBUG: 2026-03-09 18:03:29,211:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2026-03-09 18:03:29,217:      pdf_renderer.py:  470: printSegment: exp have minimal impact on the final order quantity. The system
   DEBUG: 2026-03-09 18:03:29,220:      pdf_renderer.py:  470: printSegment: is robust to wastage parameter uncertainty — it
   DEBUG: 2026-03-09 18:03:29,221:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,223:      pdf_renderer.py:  470: printSegment: s designed that way deliberately.
   DEBUG: 2026-03-09 18:03:29,225:      pdf_renderer.py:  470: printSegment: Q7: 
   DEBUG: 2026-03-09 18:03:29,226:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,226:      pdf_renderer.py:  470: printSegment: How would you implement this in a real pharmacy setting?
   DEBUG: 2026-03-09 18:03:29,227:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,229:      pdf_renderer.py:  470: printSegment: The Streamlit dashboard is our proof-of-concept interface. For a real deployment, you
   DEBUG: 2026-03-09 18:03:29,230:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,231:      pdf_renderer.py:  470: printSegment: d connect it to
   DEBUG: 2026-03-09 18:03:29,232:      pdf_renderer.py:  470: printSegment: the pharmacy
   DEBUG: 2026-03-09 18:03:29,233:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,234:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-03-09 18:03:29,236:      pdf_renderer.py:  470: printSegment: point-of-sale system
   DEBUG: 2026-03-09 18:03:29,238:      pdf_renderer.py:  470: printSegment:  for real-time sales data, and to their 
   DEBUG: 2026-03-09 18:03:29,239:      pdf_renderer.py:  470: printSegment: wholesaler
   DEBUG: 2026-03-09 18:03:29,240:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,241:      pdf_renderer.py:  470: printSegment: s EDI feed
   DEBUG: 2026-03-09 18:03:29,284:      pdf_renderer.py:  470: printSegment:  for
   DEBUG: 2026-03-09 18:03:29,324:      pdf_renderer.py:  470: printSegment: automated ordering. The model retrains nightly on the latest 2 years of data. A pharmacist would
   DEBUG: 2026-03-09 18:03:29,345:      pdf_renderer.py:  470: printSegment: open the dashboard each morning, see which drugs need reordering, and approve the suggested
   DEBUG: 2026-03-09 18:03:29,352:      pdf_renderer.py:  470: printSegment: quantities. Over time, as the system builds trust, you could automate low-risk orders entirely and
   DEBUG: 2026-03-09 18:03:29,353:      pdf_renderer.py:  470: printSegment: only flag high-cost or unusual recommendations for human review.
   DEBUG: 2026-03-09 18:03:29,356:      pdf_renderer.py:  470: printSegment: Q8: 
   DEBUG: 2026-03-09 18:03:29,356:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,357:      pdf_renderer.py:  470: printSegment: What
   DEBUG: 2026-03-09 18:03:29,357:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,359:      pdf_renderer.py:  470: printSegment: s the business case? How much money does this actually save?
   DEBUG: 2026-03-09 18:03:29,359:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,363:      pdf_renderer.py:  470: printSegment: An independent pharmacy doing $3-5 million in annual revenue typically loses 2-5% to inventory
   DEBUG: 2026-03-09 18:03:29,365:      pdf_renderer.py:  470: printSegment: shrinkage — that
   DEBUG: 2026-03-09 18:03:29,365:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,407:      pdf_renderer.py:  470: printSegment: s $60,000 to $250,000 per year in expired drugs and emergency reorders. Even a 30%
   DEBUG: 2026-03-09 18:03:29,432:      pdf_renderer.py:  470: printSegment: reduction in waste through better forecasting saves $20,000-$75,000 annually. On the stockout side,
   DEBUG: 2026-03-09 18:03:29,444:      pdf_renderer.py:  470: printSegment: each lost patient represents $2,000-$5,000 in annual prescription revenue. Preventing even 10
   DEBUG: 2026-03-09 18:03:29,446:      pdf_renderer.py:  470: printSegment: patient defections per year saves $20,000-$50,000. The system effectively pays for itself within
   DEBUG: 2026-03-09 18:03:29,447:      pdf_renderer.py:  470: printSegment: months.
   DEBUG: 2026-03-09 18:03:29,448:      pdf_renderer.py:  470: printSegment: Q9: 
   DEBUG: 2026-03-09 18:03:29,449:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,449:      pdf_renderer.py:  470: printSegment: Why 8 drugs? Why these specific ones?
   DEBUG: 2026-03-09 18:03:29,450:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,451:      pdf_renderer.py:  470: printSegment: We selected 8 drugs that represent the 
   DEBUG: 2026-03-09 18:03:29,452:      pdf_renderer.py:  470: printSegment: key demand archetypes
   DEBUG: 2026-03-09 18:03:29,455:      pdf_renderer.py:  470: printSegment:  in a community pharmacy.
   DEBUG: 2026-03-09 18:03:29,455:      pdf_renderer.py:  470: printSegment: Metformin and Lisinopril are 
   DEBUG: 2026-03-09 18:03:29,456:      pdf_renderer.py:  470: printSegment: stable chronic medications
   DEBUG: 2026-03-09 18:03:29,458:      pdf_renderer.py:  470: printSegment:  — high volume, predictable. Amoxicillin and
   DEBUG: 2026-03-09 18:03:29,459:      pdf_renderer.py:  470: printSegment: Azithromycin are 
   DEBUG: 2026-03-09 18:03:29,460:      pdf_renderer.py:  470: printSegment: seasonal antibiotics
   DEBUG: 2026-03-09 18:03:29,461:      pdf_renderer.py:  470: printSegment:  — they spike in winter. Cetirizine is a 
   DEBUG: 2026-03-09 18:03:29,462:      pdf_renderer.py:  470: printSegment: seasonal allergy drug
   DEBUG: 2026-03-09 18:03:29,463:      pdf_renderer.py:  470: printSegment:  —
   DEBUG: 2026-03-09 18:03:29,464:      pdf_renderer.py:  470: printSegment: spring spike. Albuterol is 
   DEBUG: 2026-03-09 18:03:29,465:      pdf_renderer.py:  470: printSegment: weather-sensitive
   DEBUG: 2026-03-09 18:03:29,465:      pdf_renderer.py:  470: printSegment: . Sertraline has a 
   DEBUG: 2026-03-09 18:03:29,467:      pdf_renderer.py:  470: printSegment: winter SAD pattern
   DEBUG: 2026-03-09 18:03:29,468:      pdf_renderer.py:  470: printSegment: . And
   DEBUG: 2026-03-09 18:03:29,469:      pdf_renderer.py:  470: printSegment: Omeprazole is a 
   DEBUG: 2026-03-09 18:03:29,471:      pdf_renderer.py:  470: printSegment: high-volume OTC-adjacent
   DEBUG: 2026-03-09 18:03:29,480:      pdf_renderer.py:  470: printSegment:  drug. Together, these 8 cover every major demand
   DEBUG: 2026-03-09 18:03:29,481:      pdf_renderer.py:  470: printSegment: pattern a pharmacy sees. If the model works across all 8 archetypes, it generalizes.
   DEBUG: 2026-03-09 18:03:29,483:      pdf_renderer.py:  470: printSegment: Q10: 
   DEBUG: 2026-03-09 18:03:29,483:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,486:      pdf_renderer.py:  470: printSegment: How do you handle the lead time variability in your reorder logic?
   DEBUG: 2026-03-09 18:03:29,487:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,513:      pdf_renderer.py:  470: printSegment: Currently we use a fixed lead time per drug from our configuration — typically 2-3 days for common
   DEBUG: 2026-03-09 18:03:29,523:      pdf_renderer.py:  470: printSegment: generics. The safety stock calculation accounts for this: Reorder Point = (Lead Time × Average
   DEBUG: 2026-03-09 18:03:29,524:      pdf_renderer.py:  470: printSegment: Demand) + (Safety Stock Days × Average Demand). In a production system, you
   DEBUG: 2026-03-09 18:03:29,526:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,533:      pdf_renderer.py:  470: printSegment: d estimate lead
   DEBUG: 2026-03-09 18:03:29,536:      pdf_renderer.py:  470: printSegment: time distributions from historical order-to-delivery data and incorporate that uncertainty into the cost
   DEBUG: 2026-03-09 18:03:29,537:      pdf_renderer.py:  470: printSegment: function optimization. That
   DEBUG: 2026-03-09 18:03:29,538:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,539:      pdf_renderer.py:  470: printSegment: s a natural next step — moving from deterministic lead times to stochastic
   DEBUG: 2026-03-09 18:03:29,540:      pdf_renderer.py:  470: printSegment: ones.
   DEBUG: 2026-03-09 18:03:29,542:      pdf_renderer.py:  470: printSegment: GENERAL TIPS FOR Q
   DEBUG: 2026-03-09 18:03:29,543:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-03-09 18:03:29,543:      pdf_renderer.py:  470: printSegment: A:
   DEBUG: 2026-03-09 18:03:29,545:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-03-09 18:03:29,545:      pdf_renderer.py:  470: printSegment: If you don
   DEBUG: 2026-03-09 18:03:29,546:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,547:      pdf_renderer.py:  470: printSegment: t know the answer
   DEBUG: 2026-03-09 18:03:29,548:      pdf_renderer.py:  470: printSegment: : 
   DEBUG: 2026-03-09 18:03:29,548:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,549:      pdf_renderer.py:  470: printSegment: That
   DEBUG: 2026-03-09 18:03:29,550:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,551:      pdf_renderer.py:  470: printSegment: s a great question — it
   DEBUG: 2026-03-09 18:03:29,551:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,553:      pdf_renderer.py:  470: printSegment: s outside the scope of what we
   DEBUG: 2026-03-09 18:03:29,555:      pdf_renderer.py:  470: printSegment: implemented, but here
   DEBUG: 2026-03-09 18:03:29,556:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,556:      pdf_renderer.py:  470: printSegment: s how I
   DEBUG: 2026-03-09 18:03:29,557:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,558:      pdf_renderer.py:  470: printSegment: d approach it...
   DEBUG: 2026-03-09 18:03:29,559:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,559:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-03-09 18:03:29,561:      pdf_renderer.py:  470: printSegment: If it
   DEBUG: 2026-03-09 18:03:29,563:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,564:      pdf_renderer.py:  470: printSegment: s a criticism
   DEBUG: 2026-03-09 18:03:29,565:      pdf_renderer.py:  470: printSegment: : Acknowledge it. 
   DEBUG: 2026-03-09 18:03:29,567:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,568:      pdf_renderer.py:  470: printSegment: You
   DEBUG: 2026-03-09 18:03:29,569:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,570:      pdf_renderer.py:  470: printSegment: re absolutely right that
   DEBUG: 2026-03-09 18:03:29,571:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,572:      pdf_renderer.py:  470: printSegment: s a limitation. We addressed it by...
   DEBUG: 2026-03-09 18:03:29,573:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,574:      pdf_renderer.py:  470: printSegment: 
   DEBUG: 2026-03-09 18:03:29,575:      pdf_renderer.py:  470: printSegment: or 
   DEBUG: 2026-03-09 18:03:29,576:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,577:      pdf_renderer.py:  470: printSegment: That
   DEBUG: 2026-03-09 18:03:29,578:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,579:      pdf_renderer.py:  470: printSegment: s something we
   DEBUG: 2026-03-09 18:03:29,580:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,581:      pdf_renderer.py:  470: printSegment: d tackle in the next iteration.
   DEBUG: 2026-03-09 18:03:29,582:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,583:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-03-09 18:03:29,584:      pdf_renderer.py:  470: printSegment: Bridge back to your key message
   DEBUG: 2026-03-09 18:03:29,586:      pdf_renderer.py:  470: printSegment: : Always end answers by connecting back to: 
   DEBUG: 2026-03-09 18:03:29,588:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,589:      pdf_renderer.py:  470: printSegment: ...and that
   DEBUG: 2026-03-09 18:03:29,590:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-03-09 18:03:29,595:      pdf_renderer.py:  470: printSegment: s why
   DEBUG: 2026-03-09 18:03:29,596:      pdf_renderer.py:  470: printSegment: the asymmetric cost approach is important — it keeps patient safety as the top priority.
   DEBUG: 2026-03-09 18:03:29,597:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,598:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2026-03-09 18:03:29,599:      pdf_renderer.py:  470: printSegment: Numbers impress
   DEBUG: 2026-03-09 18:03:29,600:      pdf_renderer.py:  470: printSegment: : Drop specific numbers whenever you can. 
   DEBUG: 2026-03-09 18:03:29,601:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,602:      pdf_renderer.py:  470: printSegment: $400 vs 55 cents.
   DEBUG: 2026-03-09 18:03:29,603:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,605:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-03-09 18:03:29,606:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,607:      pdf_renderer.py:  470: printSegment: 727x difference.
   DEBUG: 2026-03-09 18:03:29,608:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,609:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-03-09 18:03:29,610:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,611:      pdf_renderer.py:  470: printSegment: Alpha of 10.
   DEBUG: 2026-03-09 18:03:29,612:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,613:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-03-09 18:03:29,614:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,615:      pdf_renderer.py:  470: printSegment: 80th to 90th percentile.
   DEBUG: 2026-03-09 18:03:29,616:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-03-09 18:03:29,617:      pdf_renderer.py:   53: 0, [1, 'PRESENTATION SPEAKER SCRIPT', 1, 68.0]
   DEBUG: 2026-03-09 18:03:29,617:      pdf_renderer.py:   53: 1, [2, 'Intelligent Pharmacy Inventory Management', 1, 106.0]
